0.0,1659203228413,0.3212121212121212
1.0,1659203251992,0.498989898989899
2.0,1659203275576,0.6444444444444445
3.0,1659203299056,0.696969696969697
4.0,1659203321840,0.7367003367003367
5.0,1659203344692,0.8444444444444444
6.0,1659203367787,0.8134680134680135
7.0,1659203390790,0.8646464646464647
8.0,1659203414005,0.8154882154882155
9.0,1659203437215,0.865993265993266
10.0,1659203460180,0.7447811447811448
11.0,1659203483243,0.8653198653198653
12.0,1659203506346,0.8154882154882155
13.0,1659203529383,0.8377104377104377
14.0,1659203552444,0.868013468013468
15.0,1659203575505,0.8538720538720539
16.0,1659203598561,0.8720538720538721
17.0,1659203621554,0.8976430976430977
18.0,1659203644711,0.8855218855218855
19.0,1659203667524,0.8754208754208754
20.0,1659203690043,0.8686868686868687
21.0,1659203712607,0.8471380471380472
22.0,1659203735573,0.8855218855218855
23.0,1659203758516,0.8121212121212121
24.0,1659203781130,0.8828282828282829
25.0,1659203803778,0.8599326599326599
26.0,1659203826410,0.8808080808080808
27.0,1659203849030,0.8983164983164983
28.0,1659203871549,0.8565656565656565
29.0,1659203894046,0.8909090909090909
30.0,1659203916816,0.8841750841750842
31.0,1659203939531,0.9023569023569024
32.0,1659203962209,0.7232323232323232
33.0,1659203984916,0.8673400673400673
34.0,1659204007652,0.8828282828282829
35.0,1659204030241,0.8612794612794613
36.0,1659204052687,0.8632996632996633
37.0,1659204075236,0.7494949494949495
38.0,1659204097726,0.8518518518518519
39.0,1659204120280,0.8929292929292929
40.0,1659204142776,0.8835016835016835
41.0,1659204165491,0.8754208754208754
42.0,1659204187927,0.8760942760942761
43.0,1659204210468,0.8767676767676768
44.0,1659204233040,0.9003367003367003
45.0,1659204255475,0.8383838383838383
46.0,1659204277939,0.8929292929292929
47.0,1659204300386,0.8309764309764309
48.0,1659204322893,0.8754208754208754
49.0,1659204345335,0.8861952861952862
50.0,1659204367662,0.8606060606060606
51.0,1659204390184,0.8855218855218855
52.0,1659204412583,0.6814814814814815
53.0,1659204435034,0.8430976430976431
54.0,1659204457402,0.8841750841750842
55.0,1659204479830,0.8175084175084175
56.0,1659204502280,0.8552188552188552
57.0,1659204524669,0.6976430976430976
58.0,1659204547081,0.8727272727272727
59.0,1659204569479,0.7912457912457912
60.0,1659204592411,0.67003367003367
61.0,1659204615069,0.8949494949494949
62.0,1659204637455,0.8976430976430977
